col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i
SHP-003015,W-10,FG-0048,2026-02-01,20,20,1,1,東日本
SHP-003016,W-17,FG-0005,2025-12-18,10,10,1,1,海外
SHP-003017,W-10,FG-0055,2024-02-24,20,20,1,1,東日本
SHP-003018,W-12,FG-0011,2025-09-08,100,100,1,1,東日本
SHP-003019,W-14,FG-0064,2025-03-07,10,10,1,1,西日本
SHP-003020,W-06,FG-0015,2025-11-20,10,10,1,1,北日本
SHP-003021,W-03,FG-0074,2025-08-04,10,10,1,1,北日本
SHP-003022,W-01,FG-0042,2025-05-10,50,50,1,1,西日本
SHP-003023,W-01,FG-0061,2025-07-10,50,50,0,1,北日本
SHP-003024,W-18,FG-0062,2025-11-28,10,10,1,1,東日本
SHP-003025,W-07,FG-0051,2024-06-06,20,20,1,1,東日本
SHP-003026,W-20,FG-0009,2024-08-17,20,20,1,1,西日本
SHP-003027,W-07,FG-0049,2025-07-10,50,50,1,1,西日本
SHP-003028,W-23,FG-0012,2024-06-27,10,10,1,1,東日本
SHP-003029,W-22,FG-0073,2024-07-27,50,47,1,0,西日本
SHP-003030,W-24,FG-0062,2024-06-13,50,50,1,1,海外
SHP-003031,W-22,FG-0023,2025-05-20,20,20,1,1,北日本
SHP-003032,W-22,FG-0042,2024-03-08,10,10,1,1,北日本
SHP-003033,W-15,FG-0044,2025-06-01,20,20,1,1,東日本
SHP-003034,W-24,FG-0017,2025-01-13,20,20,1,1,東日本
SHP-003035,W-02,FG-0028,2025-03-07,20,20,1,1,西日本
SHP-003036,W-09,FG-0004,2024-05-11,20,20,1,1,西日本
SHP-003037,W-07,FG-0066,2025-12-20,10,10,1,1,東日本
SHP-003038,W-20,FG-0074,2024-09-15,50,50,0,1,東日本
SHP-003039,W-06,FG-0049,2024-10-14,20,20,1,1,西日本
SHP-003040,W-24,FG-0048,2025-06-09,100,84,1,0,北日本
SHP-003041,W-02,FG-0075,2024-08-28,100,100,1,1,東日本
SHP-003042,W-02,FG-0012,2024-05-21,20,20,1,1,東日本
SHP-003043,W-15,FG-0036,2025-07-12,100,100,1,1,海外
SHP-003044,W-03,FG-0070,2025-02-05,10,10,1,1,北日本
SHP-003045,W-14,FG-0048,2024-03-20,20,20,1,1,海外
SHP-003046,W-14,FG-0024,2025-12-23,20,14,1,0,海外
SHP-003047,W-13,FG-0060,2024-11-05,20,20,1,1,東日本
SHP-003048,W-13,FG-0063,2024-04-07,100,100,1,1,東日本
SHP-003049,W-15,FG-0012,2024-06-19,100,75,1,0,西日本
SHP-003050,W-01,FG-0075,2024-12-27,10,10,1,1,海外
SHP-003051,W-07,FG-0013,2024-02-15,100,100,1,1,西日本
SHP-003052,W-09,FG-0024,2026-04-13,10,10,0,1,東日本
SHP-003053,W-03,FG-0075,2025-01-07,10,10,1,1,北日本
SHP-003054,W-21,FG-0067,2025-10-22,100,100,1,1,西日本
SHP-003055,W-20,FG-0026,2024-03-20,100,100,1,1,東日本
SHP-003056,W-14,FG-0045,2024-01-14,20,20,0,1,東日本
SHP-003057,W-10,FG-0028,2025-07-24,100,100,1,1,北日本
SHP-003058,W-23,FG-0021,2025-10-03,20,20,1,1,西日本
SHP-003059,W-05,FG-0050,2024-05-29,50,50,1,1,西日本
SHP-003060,W-23,FG-0061,2025-11-13,20,20,1,1,西日本
SHP-003061,W-16,FG-0067,2024-02-20,50,50,1,1,海外
SHP-003062,W-16,FG-0039,2026-01-11,50,50,1,1,北日本
SHP-003063,W-13,FG-0046,2024-08-19,10,10,1,1,西日本
SHP-003064,W-07,FG-0071,2025-06-09,10,10,1,1,東日本
SHP-003065,W-09,FG-0022,2024-03-21,20,12,1,0,西日本
SHP-003066,W-18,FG-0046,2025-08-21,10,10,1,1,北日本
SHP-003067,W-08,FG-0017,2025-06-26,100,100,0,1,海外
SHP-003068,W-05,FG-0080,2024-01-10,10,10,1,1,東日本
SHP-003069,W-14,FG-0013,2024-12-06,10,10,1,1,北日本
SHP-003070,W-16,FG-0038,2025-08-13,50,50,0,1,海外
SHP-003071,W-13,FG-0075,2025-12-03,10,10,0,1,西日本
SHP-003072,W-12,FG-0076,2025-08-21,20,20,0,1,北日本
SHP-003073,W-17,FG-0064,2025-08-05,10,10,1,1,海外
SHP-003074,W-13,FG-0043,2026-04-25,20,20,1,1,北日本
SHP-003075,W-09,FG-0065,2025-08-27,20,20,1,1,東日本
SHP-003076,W-01,FG-0055,2026-02-02,100,100,1,1,北日本
SHP-003077,W-03,FG-0070,2026-02-04,10,10,1,1,北日本
SHP-003078,W-05,FG-0071,2024-08-29,100,92,0,0,北日本
SHP-003079,W-01,FG-0080,2025-11-10,50,50,1,1,北日本
SHP-003080,W-14,FG-0072,2024-06-05,10,10,1,1,西日本
SHP-003081,W-10,FG-0027,2025-04-24,50,50,1,1,東日本
SHP-003082,W-11,FG-0021,2025-11-22,100,100,1,1,北日本
SHP-003083,W-17,FG-0060,2024-07-07,10,10,1,1,海外
SHP-003084,W-20,FG-0075,2024-12-16,10,10,1,1,東日本
SHP-003085,W-24,FG-0056,2025-10-08,20,20,1,1,西日本
SHP-003086,W-16,FG-0028,2026-03-20,20,20,1,1,東日本
SHP-003087,W-17,FG-0007,2024-02-28,10,10,1,1,西日本
SHP-003088,W-10,FG-0040,2025-11-22,10,10,1,1,西日本
SHP-003089,W-16,FG-0080,2025-04-28,10,10,1,1,海外
SHP-003090,W-21,FG-0077,2025-10-25,10,10,1,1,西日本
SHP-003091,W-19,FG-0063,2024-03-29,50,50,1,1,西日本
SHP-003092,W-23,FG-0077,2025-08-11,20,20,1,1,海外
SHP-003093,W-22,FG-0058,2026-03-01,10,10,1,1,北日本
SHP-003094,W-06,FG-0034,2025-10-17,50,50,1,1,西日本
SHP-003095,W-17,FG-0067,2024-09-03,50,50,1,1,北日本
SHP-003096,W-21,FG-0026,2024-04-01,20,20,1,1,海外
SHP-003097,W-01,FG-0024,2026-03-09,50,50,0,1,海外
SHP-003098,W-06,FG-0063,2025-11-06,10,10,1,1,西日本
SHP-003099,W-07,FG-0045,2024-08-03,50,50,1,1,北日本
SHP-003100,W-22,FG-0015,2024-10-15,50,50,1,1,北日本
SHP-003101,W-24,FG-0044,2025-08-12,50,50,0,1,西日本
SHP-003102,W-15,FG-0046,2024-10-19,100,100,1,1,海外
SHP-003103,W-20,FG-0010,2026-03-18,20,20,1,1,東日本
SHP-003104,W-21,FG-0023,2025-12-20,50,50,1,1,海外
SHP-003105,W-06,FG-0001,2024-09-12,100,70,1,0,東日本
SHP-003106,W-14,FG-0058,2025-06-08,20,20,1,1,東日本
SHP-003107,W-13,FG-0078,2024-09-23,50,50,1,1,東日本
SHP-003108,W-08,FG-0025,2024-02-02,50,50,1,1,海外
SHP-003109,W-13,FG-0023,2025-11-03,50,50,1,1,東日本
SHP-003110,W-24,FG-0007,2025-10-30,10,10,1,1,東日本
SHP-003111,W-22,FG-0048,2025-05-12,20,20,1,1,東日本
SHP-003112,W-19,FG-0054,2026-04-03,10,6,1,0,東日本
SHP-003113,W-06,FG-0040,2026-03-21,20,20,1,1,北日本
SHP-003114,W-06,FG-0038,2025-06-30,100,66,0,0,北日本
SHP-003115,W-11,FG-0055,2025-06-17,10,10,1,1,北日本
SHP-003116,W-15,FG-0041,2025-10-23,20,20,1,1,西日本
SHP-003117,W-12,FG-0014,2025-10-19,100,100,1,1,東日本
SHP-003118,W-12,FG-0055,2025-08-02,10,10,1,1,海外
SHP-003119,W-11,FG-0045,2024-01-06,10,10,1,1,海外
SHP-003120,W-12,FG-0032,2025-05-28,10,7,1,0,西日本
SHP-003121,W-02,FG-0005,2024-12-26,50,50,1,1,海外
SHP-003122,W-21,FG-0056,2025-10-16,20,20,1,1,西日本
SHP-003123,W-15,FG-0037,2025-05-02,50,50,1,1,東日本
SHP-003124,W-20,FG-0023,2024-01-26,20,12,1,0,海外
SHP-003125,W-13,FG-0014,2025-06-16,10,10,1,1,北日本
SHP-003126,W-11,FG-0063,2025-05-08,20,20,1,1,東日本
SHP-003127,W-10,FG-0077,2025-10-19,50,30,1,0,西日本
SHP-003128,W-19,FG-0002,2024-10-27,50,36,1,0,海外
SHP-003129,W-03,FG-0066,2025-04-06,100,100,1,1,東日本
SHP-003130,W-12,FG-0033,2025-04-03,100,100,1,1,東日本
SHP-003131,W-08,FG-0011,2025-01-21,10,8,1,0,西日本
SHP-003132,W-19,FG-0001,2024-07-20,50,50,1,1,西日本
SHP-003133,W-08,FG-0017,2025-02-19,10,10,1,1,西日本
SHP-003134,W-12,FG-0020,2024-05-25,20,20,1,1,海外
SHP-003135,W-18,FG-0042,2025-12-03,100,100,1,1,北日本
SHP-003136,W-17,FG-0060,2025-12-14,50,50,1,1,海外
SHP-003137,W-19,FG-0030,2025-07-30,20,20,1,1,西日本
SHP-003138,W-02,FG-0035,2024-01-30,50,50,1,1,海外
SHP-003139,W-05,FG-0032,2024-08-07,20,20,1,1,北日本
SHP-003140,W-10,FG-0063,2025-12-22,100,100,1,1,北日本
SHP-003141,W-23,FG-0080,2026-02-04,50,50,0,1,海外
SHP-003142,W-07,FG-0071,2024-11-05,100,100,1,1,北日本
SHP-003143,W-22,FG-0066,2025-05-03,50,50,1,1,海外
SHP-003144,W-11,FG-0019,2024-01-29,10,10,0,1,北日本
SHP-003145,W-21,FG-0074,2025-03-14,50,50,1,1,北日本
SHP-003146,W-12,FG-0057,2024-01-21,20,20,0,1,海外
SHP-003147,W-06,FG-0059,2025-07-24,50,50,1,1,海外
SHP-003148,W-18,FG-0022,2024-01-20,10,10,1,1,西日本
SHP-003149,W-01,FG-0046,2026-04-14,10,10,1,1,西日本
SHP-003150,W-01,FG-0025,2024-01-08,50,50,1,1,東日本
SHP-003151,W-02,FG-0011,2024-04-01,20,20,1,1,北日本
SHP-003152,W-24,FG-0039,2025-06-20,10,10,1,1,北日本
SHP-003153,W-05,FG-0055,2025-01-01,20,20,0,1,東日本
SHP-003154,W-10,FG-0055,2026-02-27,10,10,1,1,海外
SHP-003155,W-14,FG-0032,2025-08-05,10,10,1,1,西日本
SHP-003156,W-16,FG-0067,2025-08-07,50,50,1,1,海外
SHP-003157,W-18,FG-0018,2025-12-06,10,10,1,1,海外
SHP-003158,W-15,FG-0040,2024-03-23,100,100,1,1,西日本
SHP-003159,W-06,FG-0005,2025-01-28,10,10,0,1,海外
SHP-003160,W-22,FG-0040,2024-04-23,50,50,1,1,北日本
SHP-003161,W-22,FG-0078,2024-02-28,50,50,1,1,海外
SHP-003162,W-06,FG-0080,2024-12-10,10,10,1,1,北日本
SHP-003163,W-21,FG-0024,2024-09-23,20,20,1,1,東日本
SHP-003164,W-18,FG-0055,2026-02-25,10,10,1,1,西日本
SHP-003165,W-23,FG-0048,2025-03-14,100,100,1,1,海外
SHP-003166,W-01,FG-0050,2025-03-02,20,20,1,1,北日本
SHP-003167,W-09,FG-0059,2026-03-30,100,100,1,1,海外
SHP-003168,W-13,FG-0042,2024-03-02,100,100,1,1,東日本
SHP-003169,W-09,FG-0041,2024-05-15,20,20,1,1,海外
SHP-003170,W-03,FG-0080,2026-02-13,100,100,1,1,北日本
SHP-003171,W-08,FG-0034,2024-01-16,50,50,1,1,北日本
SHP-003172,W-06,FG-0014,2025-09-21,10,10,1,1,西日本
SHP-003173,W-07,FG-0031,2025-08-02,20,20,1,1,東日本
SHP-003174,W-01,FG-0045,2024-09-17,10,10,1,1,西日本
SHP-003175,W-23,FG-0020,2025-11-26,50,50,1,1,海外
SHP-003176,W-18,FG-0067,2024-02-11,10,10,0,1,北日本
SHP-003177,W-06,FG-0023,2024-09-24,100,72,1,0,海外
SHP-003178,W-23,FG-0016,2025-05-16,10,10,1,1,東日本
SHP-003179,W-07,FG-0021,2025-12-31,20,16,1,0,西日本
SHP-003180,W-03,FG-0076,2024-06-28,20,20,1,1,北日本
SHP-003181,W-12,FG-0013,2025-03-23,20,20,1,1,東日本
SHP-003182,W-10,FG-0003,2025-03-14,100,100,1,1,東日本
SHP-003183,W-20,FG-0046,2025-03-09,10,10,1,1,海外
SHP-003184,W-22,FG-0056,2024-02-03,50,50,1,1,北日本
SHP-003185,W-05,FG-0028,2025-06-05,50,50,1,1,北日本
SHP-003186,W-18,FG-0077,2025-06-01,50,50,1,1,東日本
SHP-003187,W-16,FG-0019,2024-05-19,100,100,0,1,海外
SHP-003188,W-20,FG-0035,2024-12-21,100,100,1,1,東日本
SHP-003189,W-10,FG-0013,2025-02-12,20,20,0,1,海外
SHP-003190,W-11,FG-0002,2024-04-07,50,50,0,1,北日本
SHP-003191,W-19,FG-0045,2025-05-27,50,50,1,1,北日本
SHP-003192,W-14,FG-0026,2024-07-11,100,68,1,0,北日本
SHP-003193,W-11,FG-0027,2024-01-06,10,10,1,1,東日本
SHP-003194,W-19,FG-0053,2024-04-10,50,50,1,1,東日本
SHP-003195,W-22,FG-0030,2024-01-29,20,20,1,1,海外
SHP-003196,W-06,FG-0001,2025-07-11,50,45,1,0,東日本
SHP-003197,W-15,FG-0001,2024-04-05,50,50,1,1,北日本
SHP-003198,W-21,FG-0006,2025-10-22,100,100,1,1,東日本
SHP-003199,W-18,FG-0038,2025-05-30,20,20,1,1,西日本
SHP-003200,W-03,FG-0075,2024-01-20,100,100,1,1,北日本
SHP-003201,W-16,FG-0035,2024-10-27,50,50,1,1,東日本
SHP-003202,W-22,FG-0041,2024-11-18,100,100,1,1,東日本
SHP-003203,W-03,FG-0013,2025-09-29,100,100,1,1,海外
SHP-003204,W-23,FG-0045,2024-10-02,20,20,1,1,東日本
SHP-003205,W-23,FG-0007,2026-01-27,10,6,1,0,北日本
SHP-003206,W-07,FG-0020,2025-07-19,50,50,1,1,西日本
SHP-003207,W-16,FG-0045,2024-03-25,50,50,1,1,西日本
SHP-003208,W-18,FG-0080,2025-11-27,20,20,0,1,西日本
SHP-003209,W-22,FG-0008,2026-04-29,50,50,1,1,西日本
SHP-003210,W-19,FG-0020,2025-07-11,100,100,1,1,北日本
SHP-003211,W-24,FG-0030,2025-06-14,100,100,1,1,海外
SHP-003212,W-04,FG-0005,2025-09-28,20,20,1,1,西日本
SHP-003213,W-05,FG-0040,2025-06-29,10,10,1,1,海外
SHP-003214,W-21,FG-0023,2025-08-20,10,10,1,1,東日本
SHP-003215,W-07,FG-0003,2026-04-27,50,50,1,1,北日本
SHP-003216,W-08,FG-0069,2025-09-25,100,100,1,1,西日本
SHP-003217,W-13,FG-0076,2025-06-26,100,67,1,0,北日本
SHP-003218,W-16,FG-0066,2024-08-18,10,10,1,1,海外
SHP-003219,W-21,FG-0065,2024-01-25,20,20,1,1,海外
SHP-003220,W-06,FG-0001,2024-01-14,50,50,1,1,西日本
SHP-003221,W-21,FG-0009,2024-03-23,50,50,1,1,西日本
SHP-003222,W-02,FG-0025,2026-03-10,50,50,0,1,海外
SHP-003223,W-14,FG-0010,2026-02-10,100,100,0,1,北日本
SHP-003224,W-19,FG-0055,2024-07-06,50,50,1,1,海外
SHP-003225,W-05,FG-0033,2025-12-04,20,20,1,1,北日本
SHP-003226,W-01,FG-0029,2024-09-20,50,50,1,1,西日本
SHP-003227,W-09,FG-0028,2024-03-19,20,20,1,1,東日本
SHP-003228,W-02,FG-0071,2024-08-20,50,50,0,1,北日本
SHP-003229,W-22,FG-0046,2026-02-10,10,10,1,1,海外
SHP-003230,W-04,FG-0025,2024-10-18,50,50,0,1,西日本
SHP-003231,W-04,FG-0030,2024-11-10,10,10,1,1,北日本
SHP-003232,W-16,FG-0006,2024-01-15,50,50,0,1,北日本
SHP-003233,W-21,FG-0056,2026-02-15,50,50,1,1,東日本
SHP-003234,W-04,FG-0062,2025-01-21,10,10,1,1,西日本
SHP-003235,W-21,FG-0035,2024-07-11,10,10,1,1,西日本
SHP-003236,W-21,FG-0018,2025-06-01,10,10,1,1,西日本
SHP-003237,W-24,FG-0040,2025-07-03,20,20,1,1,海外
SHP-003238,W-10,FG-0031,2024-08-12,50,50,1,1,海外
SHP-003239,W-13,FG-0024,2024-01-12,100,100,1,1,北日本
SHP-003240,W-06,FG-0016,2024-01-15,10,10,0,1,海外
SHP-003241,W-11,FG-0037,2025-03-07,50,50,1,1,海外
SHP-003242,W-01,FG-0038,2024-05-24,10,10,1,1,海外
SHP-003243,W-24,FG-0055,2025-05-14,20,20,0,1,北日本
SHP-003244,W-23,FG-0034,2025-11-13,20,20,1,1,北日本
SHP-003245,W-24,FG-0011,2024-02-13,50,50,1,1,東日本
SHP-003246,W-01,FG-0076,2025-11-06,20,20,1,1,北日本
SHP-003247,W-22,FG-0003,2024-07-29,50,50,1,1,東日本
SHP-003248,W-08,FG-0057,2025-04-14,10,10,1,1,西日本
SHP-003249,W-15,FG-0047,2025-03-27,20,20,1,1,北日本
SHP-003250,W-16,FG-0076,2025-04-01,20,20,1,1,西日本
SHP-003251,W-24,FG-0080,2025-01-11,10,10,1,1,北日本
SHP-003252,W-01,FG-0013,2026-01-04,20,20,0,1,東日本
SHP-003253,W-07,FG-0018,2025-11-29,50,50,1,1,海外
SHP-003254,W-21,FG-0006,2026-04-18,100,100,1,1,海外
SHP-003255,W-11,FG-0045,2026-02-02,10,10,1,1,東日本
SHP-003256,W-18,FG-0078,2024-05-02,100,63,0,0,海外
SHP-003257,W-02,FG-0022,2024-02-01,10,10,1,1,西日本
SHP-003258,W-10,FG-0034,2024-04-06,10,10,1,1,西日本
SHP-003259,W-21,FG-0019,2025-02-21,10,10,1,1,東日本
SHP-003260,W-01,FG-0080,2024-07-12,50,39,0,0,北日本
SHP-003261,W-19,FG-0051,2024-11-20,50,50,0,1,東日本
SHP-003262,W-17,FG-0008,2024-12-02,100,100,1,1,北日本
SHP-003263,W-01,FG-0066,2024-12-15,10,10,1,1,西日本
SHP-003264,W-22,FG-0066,2024-02-20,50,50,1,1,東日本
SHP-003265,W-13,FG-0003,2026-04-30,20,20,1,1,東日本
SHP-003266,W-18,FG-0049,2024-07-09,100,100,1,1,北日本
SHP-003267,W-05,FG-0057,2024-07-30,50,50,1,1,東日本
SHP-003268,W-01,FG-0041,2024-02-19,20,20,1,1,海外
SHP-003269,W-05,FG-0062,2026-02-22,10,10,1,1,西日本
SHP-003270,W-12,FG-0056,2025-10-06,10,10,1,1,西日本
SHP-003271,W-10,FG-0020,2024-08-01,100,100,1,1,東日本
SHP-003272,W-19,FG-0040,2025-10-02,10,10,0,1,東日本
SHP-003273,W-01,FG-0061,2025-05-02,20,20,1,1,西日本
SHP-003274,W-12,FG-0060,2024-01-31,10,10,1,1,北日本
SHP-003275,W-12,FG-0003,2025-05-18,20,20,1,1,海外
SHP-003276,W-12,FG-0012,2026-03-10,20,20,1,1,海外
SHP-003277,W-20,FG-0038,2024-04-13,20,20,1,1,西日本
SHP-003278,W-17,FG-0032,2024-03-21,10,10,1,1,西日本
SHP-003279,W-12,FG-0049,2024-02-17,50,50,1,1,東日本
SHP-003280,W-04,FG-0034,2025-02-23,100,100,1,1,西日本
SHP-003281,W-05,FG-0009,2025-02-13,50,50,1,1,北日本
SHP-003282,W-23,FG-0012,2024-10-23,20,20,1,1,海外
SHP-003283,W-05,FG-0066,2024-02-03,10,10,1,1,海外
SHP-003284,W-04,FG-0077,2024-07-14,50,50,1,1,北日本
SHP-003285,W-17,FG-0073,2025-06-12,50,50,1,1,海外
SHP-003286,W-20,FG-0023,2025-05-09,10,10,1,1,東日本
SHP-003287,W-11,FG-0033,2026-03-04,100,100,1,1,西日本
SHP-003288,W-09,FG-0079,2025-02-28,20,20,1,1,東日本
SHP-003289,W-05,FG-0077,2024-07-18,20,20,0,1,海外
SHP-003290,W-02,FG-0060,2024-04-16,100,100,1,1,北日本
SHP-003291,W-21,FG-0075,2025-02-08,50,50,1,1,海外
SHP-003292,W-05,FG-0038,2025-02-10,100,100,0,1,東日本
SHP-003293,W-12,FG-0053,2025-03-04,10,10,0,1,西日本
SHP-003294,W-21,FG-0057,2025-11-22,100,100,1,1,北日本
SHP-003295,W-08,FG-0057,2024-11-05,20,20,1,1,西日本
SHP-003296,W-05,FG-0071,2024-03-17,20,17,1,0,西日本
SHP-003297,W-03,FG-0072,2026-02-03,20,20,1,1,東日本
SHP-003298,W-14,FG-0008,2025-10-21,50,50,1,1,西日本
SHP-003299,W-22,FG-0036,2026-04-01,20,20,1,1,海外
SHP-003300,W-11,FG-0073,2024-12-30,10,10,1,1,西日本
SHP-003301,W-19,FG-0012,2024-12-27,100,100,1,1,北日本
SHP-003302,W-19,FG-0054,2025-01-15,50,50,1,1,海外
SHP-003303,W-24,FG-0047,2025-09-03,100,100,1,1,西日本
SHP-003304,W-23,FG-0032,2026-04-07,100,100,1,1,北日本
SHP-003305,W-01,FG-0073,2025-03-30,10,10,1,1,東日本
SHP-003306,W-18,FG-0029,2025-09-27,50,50,1,1,東日本
SHP-003307,W-04,FG-0076,2024-09-15,100,100,1,1,海外
SHP-003308,W-14,FG-0056,2025-11-06,100,100,1,1,海外
SHP-003309,W-12,FG-0012,2024-02-21,100,100,1,1,北日本
SHP-003310,W-22,FG-0060,2024-05-30,10,10,1,1,西日本
SHP-003311,W-24,FG-0053,2024-01-07,100,100,1,1,東日本
SHP-003312,W-21,FG-0021,2025-03-11,10,10,1,1,海外
SHP-003313,W-05,FG-0050,2025-08-28,10,10,0,1,北日本
SHP-003314,W-16,FG-0077,2025-10-12,20,20,1,1,海外
SHP-003315,W-20,FG-0045,2026-01-12,50,42,1,0,海外
SHP-003316,W-09,FG-0047,2026-01-06,50,50,1,1,東日本
SHP-003317,W-14,FG-0056,2024-10-21,10,10,1,1,北日本
SHP-003318,W-02,FG-0061,2025-06-08,50,50,1,1,東日本
SHP-003319,W-01,FG-0050,2025-07-14,20,20,1,1,北日本
SHP-003320,W-15,FG-0064,2024-11-26,100,100,1,1,東日本
SHP-003321,W-24,FG-0030,2025-07-16,50,50,1,1,海外
SHP-003322,W-04,FG-0002,2026-03-18,20,20,1,1,海外
SHP-003323,W-14,FG-0031,2024-02-18,100,100,0,1,北日本
SHP-003324,W-20,FG-0001,2026-04-19,20,20,1,1,西日本
SHP-003325,W-04,FG-0034,2024-10-06,20,20,0,1,海外
SHP-003326,W-09,FG-0004,2025-02-14,100,100,1,1,海外
SHP-003327,W-03,FG-0048,2024-08-09,100,100,1,1,北日本
SHP-003328,W-23,FG-0014,2025-07-01,20,20,1,1,西日本
SHP-003329,W-11,FG-0027,2024-07-03,20,20,1,1,海外
SHP-003330,W-06,FG-0076,2024-08-07,10,10,0,1,海外
SHP-003331,W-09,FG-0009,2025-07-19,20,20,1,1,東日本
SHP-003332,W-08,FG-0026,2026-03-15,100,79,1,0,北日本
SHP-003333,W-03,FG-0021,2024-06-19,50,50,1,1,海外
SHP-003334,W-20,FG-0064,2024-06-08,100,100,1,1,西日本
SHP-003335,W-09,FG-0076,2024-05-13,20,20,1,1,海外
SHP-003336,W-05,FG-0032,2025-10-13,100,100,1,1,北日本
SHP-003337,W-23,FG-0005,2025-04-01,100,100,1,1,西日本
SHP-003338,W-21,FG-0061,2024-04-24,10,10,1,1,東日本
SHP-003339,W-10,FG-0076,2024-09-22,10,10,1,1,北日本
SHP-003340,W-11,FG-0009,2024-09-15,10,10,0,1,海外
SHP-003341,W-21,FG-0064,2024-08-01,100,100,1,1,東日本
SHP-003342,W-20,FG-0041,2025-09-14,50,50,1,1,北日本
SHP-003343,W-23,FG-0009,2025-12-04,20,20,1,1,東日本
SHP-003344,W-10,FG-0019,2025-07-30,100,100,1,1,東日本
SHP-003345,W-20,FG-0073,2025-01-02,10,10,1,1,海外
SHP-003346,W-13,FG-0045,2025-10-26,100,100,0,1,北日本
SHP-003347,W-03,FG-0046,2024-01-24,10,10,1,1,東日本
SHP-003348,W-07,FG-0036,2024-12-02,10,6,0,0,北日本
SHP-003349,W-07,FG-0039,2025-01-03,20,20,0,1,東日本
SHP-003350,W-04,FG-0032,2024-05-10,100,100,1,1,東日本
SHP-003351,W-07,FG-0079,2024-03-07,10,10,0,1,西日本
SHP-003352,W-02,FG-0066,2024-07-19,20,20,1,1,海外
SHP-003353,W-08,FG-0046,2026-02-06,100,100,1,1,西日本
SHP-003354,W-19,FG-0061,2025-12-08,100,100,1,1,海外
SHP-003355,W-17,FG-0058,2024-01-19,100,80,1,0,西日本
SHP-003356,W-14,FG-0067,2024-08-06,20,20,1,1,東日本
SHP-003357,W-07,FG-0005,2024-01-08,10,10,1,1,海外
SHP-003358,W-23,FG-0065,2025-02-27,50,50,1,1,北日本
SHP-003359,W-08,FG-0078,2024-04-12,50,50,1,1,西日本
SHP-003360,W-18,FG-0048,2025-10-22,20,20,1,1,北日本
SHP-003361,W-19,FG-0051,2025-03-20,50,50,1,1,北日本
SHP-003362,W-17,FG-0002,2025-08-07,50,50,1,1,東日本
SHP-003363,W-24,FG-0030,2024-12-12,50,50,1,1,海外
SHP-003364,W-17,FG-0058,2024-08-19,20,20,1,1,東日本
SHP-003365,W-06,FG-0042,2025-11-25,100,79,0,0,海外
SHP-003366,W-01,FG-0056,2024-10-17,50,50,1,1,北日本
SHP-003367,W-15,FG-0001,2024-12-30,50,50,1,1,東日本
SHP-003368,W-07,FG-0025,2024-11-15,10,10,1,1,北日本
SHP-003369,W-06,FG-0055,2024-06-12,100,100,1,1,海外
SHP-003370,W-04,FG-0004,2026-04-16,10,10,1,1,海外
SHP-003371,W-08,FG-0048,2024-11-18,20,20,1,1,海外
SHP-003372,W-21,FG-0022,2024-07-13,10,10,1,1,東日本
SHP-003373,W-14,FG-0055,2024-12-06,50,50,1,1,西日本
SHP-003374,W-15,FG-0065,2024-04-12,50,50,1,1,海外
SHP-003375,W-01,FG-0041,2025-07-10,20,20,1,1,海外
SHP-003376,W-18,FG-0025,2024-03-17,10,6,1,0,東日本
SHP-003377,W-23,FG-0029,2024-07-30,100,100,0,1,東日本
SHP-003378,W-14,FG-0041,2025-02-01,100,100,1,1,東日本
SHP-003379,W-12,FG-0042,2024-06-27,10,10,1,1,海外
SHP-003380,W-05,FG-0062,2025-08-30,50,50,1,1,東日本
SHP-003381,W-12,FG-0031,2024-10-24,20,15,1,0,海外
SHP-003382,W-19,FG-0071,2025-08-21,10,10,1,1,西日本
SHP-003383,W-19,FG-0055,2024-04-07,100,100,1,1,海外
SHP-003384,W-02,FG-0046,2024-02-12,50,50,1,1,東日本
SHP-003385,W-23,FG-0003,2025-12-09,100,100,1,1,海外
SHP-003386,W-16,FG-0059,2025-12-09,100,100,0,1,北日本
SHP-003387,W-08,FG-0020,2024-11-21,10,10,1,1,海外
SHP-003388,W-17,FG-0018,2025-01-19,10,10,1,1,海外
SHP-003389,W-08,FG-0033,2024-02-23,10,10,1,1,北日本
SHP-003390,W-18,FG-0056,2024-03-16,100,100,1,1,北日本
SHP-003391,W-14,FG-0080,2024-10-10,10,10,1,1,東日本
SHP-003392,W-21,FG-0005,2024-08-12,20,20,1,1,東日本
SHP-003393,W-16,FG-0076,2025-12-25,20,20,0,1,海外
SHP-003394,W-11,FG-0014,2024-01-29,50,50,1,1,海外
SHP-003395,W-14,FG-0080,2024-06-24,100,100,1,1,海外
SHP-003396,W-06,FG-0033,2024-08-08,50,50,1,1,北日本
SHP-003397,W-06,FG-0061,2025-06-02,20,20,1,1,西日本
SHP-003398,W-16,FG-0075,2024-11-15,10,10,1,1,北日本
SHP-003399,W-03,FG-0058,2024-02-05,10,10,1,1,北日本
SHP-003400,W-24,FG-0003,2025-03-27,20,20,1,1,西日本
SHP-003401,W-22,FG-0020,2025-11-30,20,20,1,1,海外
SHP-003402,W-10,FG-0021,2024-05-28,20,20,1,1,海外
SHP-003403,W-20,FG-0018,2024-05-24,50,50,1,1,西日本
SHP-003404,W-24,FG-0049,2025-04-24,100,100,1,1,西日本
