col_a,col_b,col_c,col_d
GR-0009819,PO-0012076,2025-10-28,200
GR-0009820,PO-0012077,2025-12-15,100
GR-0009821,PO-0012078,2026-05-13,500
GR-0009822,PO-0012079,2025-12-23,1000
GR-0009823,PO-0012080,2024-03-01,50
GR-0009824,PO-0012081,2024-10-06,100
GR-0009825,PO-0012082,2025-03-11,100
GR-0009826,PO-0012083,2024-04-22,200
GR-0009827,PO-0012084,2025-04-04,100
GR-0009828,PO-0012085,2024-04-04,1000
GR-0009829,PO-0012086,2024-07-28,200
GR-0009830,PO-0012087,2025-07-24,100
GR-0009831,PO-0012088,2025-03-22,50
GR-0009832,PO-0012089,2026-05-11,500
GR-0009833,PO-0012090,2025-09-25,100
GR-0009834,PO-0012091,2025-02-10,1000
GR-0009835,PO-0012092,2024-07-27,50
GR-0009836,PO-0012093,2025-06-19,200
GR-0009837,PO-0012094,2025-12-14,500
GR-0009838,PO-0012095,2025-08-04,100
GR-0009839,PO-0012096,2024-03-21,100
GR-0009840,PO-0012098,2025-02-09,1000
GR-0009841,PO-0012099,2024-09-28,88
GR-0009842,PO-0012100,2025-07-08,50
GR-0009843,PO-0012101,2025-01-16,50
GR-0009844,PO-0012102,2024-08-24,200
GR-0009845,PO-0012103,2025-09-27,1000
GR-0009846,PO-0012104,2025-03-21,50
GR-0009847,PO-0012105,2025-03-25,50
GR-0009848,PO-0012106,2024-12-28,50
GR-0009849,PO-0012107,2025-06-27,100
GR-0009850,PO-0012109,2024-03-03,100
GR-0009851,PO-0012110,2025-06-16,100
GR-0009852,PO-0012111,2026-03-25,200
GR-0009853,PO-0012112,2025-07-01,200
GR-0009854,PO-0012114,2024-06-13,765
GR-0009855,PO-0012115,2025-04-09,100
GR-0009856,PO-0012116,2024-02-21,200
GR-0009857,PO-0012117,2025-05-25,1000
GR-0009858,PO-0012119,2026-02-27,1000
GR-0009859,PO-0012120,2024-04-25,200
GR-0009860,PO-0012121,2025-11-27,50
GR-0009861,PO-0012124,2025-05-14,1000
GR-0009862,PO-0012125,2024-03-14,100
GR-0009863,PO-0012127,2026-02-09,50
GR-0009864,PO-0012128,2025-05-15,1000
GR-0009865,PO-0012129,2025-05-10,1000
GR-0009866,PO-0012130,2024-08-31,50
GR-0009867,PO-0012131,2024-03-26,170
GR-0009868,PO-0012132,2024-09-27,1000
GR-0009869,PO-0012133,2024-09-23,50
GR-0009870,PO-0012134,2024-08-14,200
GR-0009871,PO-0012135,2025-10-04,100
GR-0009872,PO-0012137,2024-05-07,50
GR-0009873,PO-0012138,2025-04-20,200
GR-0009874,PO-0012139,2025-12-22,500
GR-0009875,PO-0012140,2025-05-14,1000
GR-0009876,PO-0012141,2025-07-15,100
GR-0009877,PO-0012143,2024-04-05,1000
GR-0009878,PO-0012146,2026-05-31,200
GR-0009879,PO-0012147,2024-10-04,100
GR-0009880,PO-0012148,2024-09-16,1000
GR-0009881,PO-0012149,2024-06-28,100
GR-0009882,PO-0012150,2026-03-21,500
GR-0009883,PO-0012151,2026-04-09,100
GR-0009884,PO-0012152,2026-02-28,100
GR-0009885,PO-0012153,2024-02-01,100
GR-0009886,PO-0012154,2025-02-14,200
GR-0009887,PO-0012155,2025-11-22,500
GR-0009888,PO-0012156,2025-07-14,200
GR-0009889,PO-0012157,2024-08-25,500
GR-0009890,PO-0012158,2024-02-24,50
GR-0009891,PO-0012161,2024-09-25,200
GR-0009892,PO-0012162,2026-04-12,50
GR-0009893,PO-0012163,2024-11-09,1000
GR-0009894,PO-0012164,2025-02-27,50
GR-0009895,PO-0012166,2024-05-29,1000
GR-0009896,PO-0012167,2024-11-17,200
GR-0009897,PO-0012168,2024-12-04,100
GR-0009898,PO-0012172,2025-06-21,412
GR-0009899,PO-0012173,2025-10-25,500
GR-0009900,PO-0012174,2025-09-11,500
GR-0009901,PO-0012175,2025-06-20,500
GR-0009902,PO-0012177,2025-02-23,500
GR-0009903,PO-0012179,2024-03-01,200
GR-0009904,PO-0012180,2024-05-13,50
GR-0009905,PO-0012182,2024-10-25,500
GR-0009906,PO-0012183,2026-05-30,50
GR-0009907,PO-0012184,2025-06-17,50
GR-0009908,PO-0012185,2026-01-20,100
GR-0009909,PO-0012186,2025-12-10,50
GR-0009910,PO-0012187,2024-07-24,100
GR-0009911,PO-0012189,2024-06-22,500
GR-0009912,PO-0012190,2025-10-15,1000
GR-0009913,PO-0012191,2025-01-05,1000
GR-0009914,PO-0012192,2025-08-05,200
GR-0009915,PO-0012193,2025-04-26,1000
GR-0009916,PO-0012194,2025-10-22,200
GR-0009917,PO-0012195,2025-03-11,500
GR-0009918,PO-0012196,2026-03-11,500
GR-0009919,PO-0012198,2024-05-17,500
GR-0009920,PO-0012199,2025-08-20,1000
GR-0009921,PO-0012200,2025-05-14,500
GR-0009922,PO-0012201,2024-06-20,43
GR-0009923,PO-0012202,2024-05-10,1000
GR-0009924,PO-0012203,2024-05-18,1000
GR-0009925,PO-0012205,2024-06-09,200
GR-0009926,PO-0012207,2026-01-29,200
GR-0009927,PO-0012208,2026-02-28,200
GR-0009928,PO-0012209,2026-06-07,100
GR-0009929,PO-0012210,2026-05-11,50
GR-0009930,PO-0012211,2024-10-19,37
GR-0009931,PO-0012212,2026-01-22,200
GR-0009932,PO-0012213,2026-01-08,200
GR-0009933,PO-0012216,2024-10-03,200
GR-0009934,PO-0012217,2025-11-15,500
GR-0009935,PO-0012218,2024-09-04,1000
GR-0009936,PO-0012219,2024-03-10,500
GR-0009937,PO-0012220,2024-06-01,170
GR-0009938,PO-0012221,2025-04-16,200
GR-0009939,PO-0012222,2025-08-17,200
GR-0009940,PO-0012223,2024-03-25,1000
GR-0009941,PO-0012224,2024-06-18,181
GR-0009942,PO-0012225,2025-08-06,50
GR-0009943,PO-0012227,2025-05-27,500
GR-0009944,PO-0012228,2025-10-14,500
GR-0009945,PO-0012229,2025-10-09,500
GR-0009946,PO-0012230,2024-07-26,500
GR-0009947,PO-0012231,2024-03-20,200
GR-0009948,PO-0012232,2024-10-30,200
GR-0009949,PO-0012233,2025-07-21,100
GR-0009950,PO-0012234,2025-10-06,50
GR-0009951,PO-0012236,2024-10-19,434
GR-0009952,PO-0012237,2024-04-04,500
GR-0009953,PO-0012238,2026-06-19,36
GR-0009954,PO-0012239,2025-04-10,50
GR-0009955,PO-0012240,2025-05-19,500
GR-0009956,PO-0012241,2024-11-08,100
GR-0009957,PO-0012242,2026-02-05,200
GR-0009958,PO-0012243,2024-03-06,50
GR-0009959,PO-0012244,2025-01-08,100
GR-0009960,PO-0012245,2025-11-05,200
GR-0009961,PO-0012248,2024-07-15,176
GR-0009962,PO-0012249,2025-06-18,200
GR-0009963,PO-0012251,2024-06-23,200
GR-0009964,PO-0012253,2024-07-10,100
GR-0009965,PO-0012255,2026-05-14,200
GR-0009966,PO-0012256,2026-04-22,200
GR-0009967,PO-0012259,2025-11-09,500
GR-0009968,PO-0012260,2024-03-11,500
GR-0009969,PO-0012261,2025-01-18,1000
GR-0009970,PO-0012262,2024-10-20,50
GR-0009971,PO-0012264,2024-07-12,200
GR-0009972,PO-0012265,2025-02-24,1000
GR-0009973,PO-0012266,2024-09-17,1000
GR-0009974,PO-0012267,2025-05-29,1000
GR-0009975,PO-0012268,2024-12-27,1000
GR-0009976,PO-0012269,2025-06-22,1000
GR-0009977,PO-0012270,2024-11-30,50
GR-0009978,PO-0012271,2025-03-26,50
GR-0009979,PO-0012272,2025-06-11,50
GR-0009980,PO-0012273,2024-12-26,50
GR-0009981,PO-0012275,2024-03-13,1000
GR-0009982,PO-0012276,2025-07-31,50
GR-0009983,PO-0012277,2025-12-08,50
GR-0009984,PO-0012278,2025-08-22,50
GR-0009985,PO-0012279,2024-03-21,1000
GR-0009986,PO-0012280,2025-09-20,500
GR-0009987,PO-0012281,2025-01-17,200
GR-0009988,PO-0012283,2025-01-23,1000
GR-0009989,PO-0012284,2026-01-15,50
GR-0009990,PO-0012286,2026-02-21,50
GR-0009991,PO-0012287,2025-03-07,100
GR-0009992,PO-0012288,2026-03-01,100
GR-0009993,PO-0012290,2025-03-28,100
GR-0009994,PO-0012291,2025-08-31,500
GR-0009995,PO-0012292,2025-06-07,1000
GR-0009996,PO-0012293,2024-10-29,381
GR-0009997,PO-0012294,2026-04-02,189
GR-0009998,PO-0012296,2025-01-12,200
GR-0009999,PO-0012297,2024-10-25,1000
GR-0010000,PO-0012298,2026-01-27,100
GR-0010001,PO-0012299,2025-04-13,500
GR-0010002,PO-0012300,2025-01-03,50
GR-0010003,PO-0012301,2024-12-05,50
GR-0010004,PO-0012302,2024-11-05,500
GR-0010005,PO-0012303,2024-09-21,500
GR-0010006,PO-0012304,2025-01-31,500
GR-0010007,PO-0012306,2025-10-19,50
GR-0010008,PO-0012307,2024-05-04,500
GR-0010009,PO-0012308,2025-08-16,1000
GR-0010010,PO-0012309,2024-02-04,40
GR-0010011,PO-0012310,2024-10-03,200
GR-0010012,PO-0012311,2026-03-31,500
GR-0010013,PO-0012312,2024-11-10,200
GR-0010014,PO-0012313,2025-01-18,100
GR-0010015,PO-0012314,2024-07-21,1000
GR-0010016,PO-0012315,2024-03-09,50
GR-0010017,PO-0012316,2026-02-19,200
GR-0010018,PO-0012318,2025-12-05,500
GR-0010019,PO-0012319,2026-06-07,1000
GR-0010020,PO-0012320,2025-08-26,1000
GR-0010021,PO-0012322,2026-03-01,500
GR-0010022,PO-0012323,2025-07-24,50
GR-0010023,PO-0012324,2025-06-09,50
GR-0010024,PO-0012325,2024-07-29,100
GR-0010025,PO-0012326,2024-06-12,1000
GR-0010026,PO-0012327,2025-11-18,200
GR-0010027,PO-0012328,2025-03-30,200
GR-0010028,PO-0012329,2026-04-19,469
GR-0010029,PO-0012330,2025-12-18,200
GR-0010030,PO-0012331,2024-08-12,50
GR-0010031,PO-0012332,2026-06-03,200
GR-0010032,PO-0012333,2024-09-05,200
GR-0010033,PO-0012334,2025-01-09,50
GR-0010034,PO-0012335,2024-06-09,44
GR-0010035,PO-0012336,2025-11-24,50
GR-0010036,PO-0012337,2025-08-17,100
GR-0010037,PO-0012338,2026-01-16,50
GR-0010038,PO-0012339,2024-08-13,1000
GR-0010039,PO-0012341,2025-11-05,1000
GR-0010040,PO-0012342,2025-10-07,200
GR-0010041,PO-0012343,2026-02-26,500
GR-0010042,PO-0012345,2024-05-16,151
GR-0010043,PO-0012346,2024-05-08,100
GR-0010044,PO-0012347,2025-07-27,100
GR-0010045,PO-0012348,2025-04-09,50
GR-0010046,PO-0012349,2025-02-19,100
GR-0010047,PO-0012351,2025-11-26,200
GR-0010048,PO-0012352,2024-07-31,200
GR-0010049,PO-0012353,2025-08-10,913
GR-0010050,PO-0012354,2025-03-24,143
GR-0010051,PO-0012355,2025-02-19,500
GR-0010052,PO-0012356,2024-06-16,50
GR-0010053,PO-0012357,2026-03-14,50
GR-0010054,PO-0012358,2025-10-26,500
GR-0010055,PO-0012359,2024-05-22,50
GR-0010056,PO-0012361,2024-05-03,1000
GR-0010057,PO-0012362,2026-04-17,500
GR-0010058,PO-0012364,2025-03-25,100
GR-0010059,PO-0012365,2024-05-15,200
GR-0010060,PO-0012366,2024-02-21,1000
GR-0010061,PO-0012367,2024-04-10,50
GR-0010062,PO-0012368,2024-11-19,500
GR-0010063,PO-0012369,2025-06-25,142
GR-0010064,PO-0012370,2024-11-01,500
GR-0010065,PO-0012372,2026-02-14,100
GR-0010066,PO-0012373,2025-09-13,500
GR-0010067,PO-0012374,2025-06-23,200
GR-0010068,PO-0012375,2024-11-12,100
GR-0010069,PO-0012377,2026-03-07,50
GR-0010070,PO-0012379,2025-02-04,200
GR-0010071,PO-0012380,2025-02-12,500
GR-0010072,PO-0012381,2024-03-24,50
GR-0010073,PO-0012382,2025-09-19,100
GR-0010074,PO-0012383,2025-06-16,50
GR-0010075,PO-0012384,2026-03-27,1000
GR-0010076,PO-0012385,2025-12-18,1000
GR-0010077,PO-0012386,2024-06-28,1000
GR-0010078,PO-0012387,2025-07-14,50
GR-0010079,PO-0012388,2025-11-02,500
GR-0010080,PO-0012389,2024-03-04,1000
GR-0010081,PO-0012392,2024-08-12,1000
GR-0010082,PO-0012394,2024-09-28,100
GR-0010083,PO-0012395,2025-11-20,200
GR-0010084,PO-0012397,2025-12-05,50
GR-0010085,PO-0012398,2025-10-11,1000
GR-0010086,PO-0012400,2024-10-02,100
GR-0010087,PO-0012401,2025-05-15,100
GR-0010088,PO-0012403,2024-11-04,50
GR-0010089,PO-0012404,2024-11-20,500
GR-0010090,PO-0012406,2024-12-10,50
GR-0010091,PO-0012407,2024-12-23,48
GR-0010092,PO-0012408,2025-02-11,100
GR-0010093,PO-0012409,2024-06-12,968
GR-0010094,PO-0012410,2025-05-07,1000
GR-0010095,PO-0012411,2026-01-07,50
GR-0010096,PO-0012412,2026-05-03,100
GR-0010097,PO-0012413,2024-06-07,100
GR-0010098,PO-0012414,2024-08-03,200
GR-0010099,PO-0012417,2026-03-28,200
GR-0010100,PO-0012419,2025-04-13,200
GR-0010101,PO-0012421,2025-08-23,50
GR-0010102,PO-0012422,2024-01-31,500
GR-0010103,PO-0012423,2024-12-23,200
GR-0010104,PO-0012424,2024-06-02,200
GR-0010105,PO-0012425,2025-08-19,1000
GR-0010106,PO-0012426,2025-08-18,200
GR-0010107,PO-0012427,2024-03-12,50
GR-0010108,PO-0012429,2025-04-11,500
GR-0010109,PO-0012430,2024-12-31,200
GR-0010110,PO-0012432,2024-10-01,100
GR-0010111,PO-0012436,2026-01-27,50
GR-0010112,PO-0012437,2025-01-14,500
GR-0010113,PO-0012439,2025-09-03,500
GR-0010114,PO-0012440,2025-03-09,500
GR-0010115,PO-0012441,2025-04-01,50
GR-0010116,PO-0012443,2024-03-09,100
GR-0010117,PO-0012444,2024-07-05,1000
GR-0010118,PO-0012445,2025-11-30,100
GR-0010119,PO-0012446,2025-08-13,80
GR-0010120,PO-0012447,2026-05-03,50
GR-0010121,PO-0012448,2024-04-13,72
GR-0010122,PO-0012450,2026-01-15,1000
GR-0010123,PO-0012451,2025-07-15,200
GR-0010124,PO-0012452,2024-10-04,50
GR-0010125,PO-0012454,2024-05-19,500
GR-0010126,PO-0012456,2025-04-29,500
GR-0010127,PO-0012457,2026-05-03,1000
GR-0010128,PO-0012458,2025-07-18,500
GR-0010129,PO-0012460,2024-07-10,200
GR-0010130,PO-0012461,2025-06-17,500
GR-0010131,PO-0012463,2025-02-18,500
GR-0010132,PO-0012464,2025-01-28,1000
GR-0010133,PO-0012466,2024-06-30,49
GR-0010134,PO-0012467,2024-04-10,200
GR-0010135,PO-0012468,2024-10-13,1000
GR-0010136,PO-0012469,2024-05-04,500
GR-0010137,PO-0012470,2025-04-10,1000
GR-0010138,PO-0012471,2026-04-12,500
GR-0010139,PO-0012472,2024-04-04,1000
GR-0010140,PO-0012473,2025-08-26,100
GR-0010141,PO-0012475,2025-01-05,50
GR-0010142,PO-0012477,2026-02-17,1000
GR-0010143,PO-0012478,2025-08-12,500
GR-0010144,PO-0012480,2025-09-04,500
GR-0010145,PO-0012482,2024-02-06,500
GR-0010146,PO-0012483,2024-10-30,50
GR-0010147,PO-0012484,2025-05-09,50
GR-0010148,PO-0012485,2025-04-07,200
GR-0010149,PO-0012486,2025-02-01,500
GR-0010150,PO-0012487,2024-01-21,50
GR-0010151,PO-0012488,2025-12-30,500
GR-0010152,PO-0012490,2026-02-04,1000
GR-0010153,PO-0012491,2024-07-08,500
GR-0010154,PO-0012492,2024-03-27,200
GR-0010155,PO-0012493,2026-05-23,100
GR-0010156,PO-0012494,2025-10-20,200
GR-0010157,PO-0012495,2025-12-18,84
GR-0010158,PO-0012496,2025-12-27,500
GR-0010159,PO-0012497,2024-12-20,200
GR-0010160,PO-0012498,2026-01-29,1000
GR-0010161,PO-0012499,2025-10-18,200
GR-0010162,PO-0012500,2026-01-31,50
GR-0010163,PO-0012501,2025-12-25,500
GR-0010164,PO-0012504,2024-01-22,200
GR-0010165,PO-0012505,2025-12-09,100
GR-0010166,PO-0012506,2026-01-07,50
GR-0010167,PO-0012507,2025-11-06,200
GR-0010168,PO-0012508,2025-11-02,200
GR-0010169,PO-0012509,2024-10-12,200
GR-0010170,PO-0012510,2026-01-28,500
GR-0010171,PO-0012512,2025-08-12,50
GR-0010172,PO-0012513,2026-06-03,50
GR-0010173,PO-0012514,2026-03-19,500
GR-0010174,PO-0012515,2024-07-03,200
GR-0010175,PO-0012516,2025-08-14,1000
GR-0010176,PO-0012517,2024-10-10,1000
GR-0010177,PO-0012518,2024-11-17,200
GR-0010178,PO-0012519,2024-08-29,1000
GR-0010179,PO-0012520,2024-10-30,50
GR-0010180,PO-0012522,2025-04-04,500
GR-0010181,PO-0012523,2025-06-28,500
GR-0010182,PO-0012524,2024-05-25,100
GR-0010183,PO-0012526,2025-02-08,100
GR-0010184,PO-0012527,2024-06-14,1000
GR-0010185,PO-0012528,2026-05-01,1000
GR-0010186,PO-0012529,2026-01-12,500
GR-0010187,PO-0012530,2025-07-08,50
GR-0010188,PO-0012532,2025-05-13,50
GR-0010189,PO-0012535,2024-12-15,50
GR-0010190,PO-0012537,2025-04-09,50
GR-0010191,PO-0012538,2024-12-17,200
GR-0010192,PO-0012540,2025-05-16,50
GR-0010193,PO-0012541,2025-06-10,100
GR-0010194,PO-0012543,2026-04-10,200
GR-0010195,PO-0012544,2024-10-11,50
GR-0010196,PO-0012546,2024-12-16,100
GR-0010197,PO-0012547,2024-09-28,100
GR-0010198,PO-0012549,2026-05-19,200
GR-0010199,PO-0012550,2025-01-20,50
GR-0010200,PO-0012551,2025-05-12,100
GR-0010201,PO-0012552,2025-02-23,1000
GR-0010202,PO-0012553,2025-06-07,200
GR-0010203,PO-0012555,2026-01-07,1000
GR-0010204,PO-0012556,2024-08-28,1000
GR-0010205,PO-0012557,2025-10-11,1000
GR-0010206,PO-0012558,2024-05-26,100
GR-0010207,PO-0012559,2025-04-30,1000
GR-0010208,PO-0012560,2025-12-16,100
GR-0010209,PO-0012562,2025-12-10,1000
GR-0010210,PO-0012563,2025-06-16,200
GR-0010211,PO-0012564,2024-02-08,200
GR-0010212,PO-0012565,2025-02-13,500
GR-0010213,PO-0012566,2025-02-26,500
GR-0010214,PO-0012567,2025-12-23,50
GR-0010215,PO-0012568,2025-07-21,100
GR-0010216,PO-0012569,2024-04-09,200
GR-0010217,PO-0012571,2026-01-25,200
GR-0010218,PO-0012573,2025-06-12,1000
GR-0010219,PO-0012574,2024-07-21,1000
GR-0010220,PO-0012575,2026-05-12,200
GR-0010221,PO-0012576,2025-09-08,500
GR-0010222,PO-0012577,2025-09-03,1000
GR-0010223,PO-0012581,2025-08-25,50
GR-0010224,PO-0012582,2025-11-08,50
GR-0010225,PO-0012583,2025-09-15,1000
GR-0010226,PO-0012584,2024-05-27,50
GR-0010227,PO-0012585,2025-03-12,500
GR-0010228,PO-0012586,2024-02-22,1000
GR-0010229,PO-0012587,2025-06-16,200
GR-0010230,PO-0012589,2024-02-13,1000
GR-0010231,PO-0012591,2026-04-28,100
GR-0010232,PO-0012593,2025-09-04,200
GR-0010233,PO-0012594,2024-06-03,200
GR-0010234,PO-0012595,2024-09-16,50
GR-0010235,PO-0012596,2024-04-19,100
GR-0010236,PO-0012597,2024-02-26,382
GR-0010237,PO-0012598,2025-01-04,1000
GR-0010238,PO-0012599,2025-02-06,200
GR-0010239,PO-0012600,2024-12-24,1000
GR-0010240,PO-0012601,2025-08-18,42
GR-0010241,PO-0012603,2024-04-30,500
GR-0010242,PO-0012604,2024-03-09,50
GR-0010243,PO-0012605,2024-07-15,500
GR-0010244,PO-0012606,2025-05-23,500
GR-0010245,PO-0012607,2026-05-28,500
GR-0010246,PO-0012608,2024-11-26,500
GR-0010247,PO-0012609,2024-07-09,500
GR-0010248,PO-0012611,2025-09-27,500
GR-0010249,PO-0012613,2025-09-15,50
GR-0010250,PO-0012614,2024-06-13,100
GR-0010251,PO-0012615,2025-08-25,50
GR-0010252,PO-0012616,2025-09-09,50
GR-0010253,PO-0012617,2026-01-07,1000
GR-0010254,PO-0012618,2025-05-12,1000
GR-0010255,PO-0012619,2024-10-20,50
GR-0010256,PO-0012620,2025-03-26,50
GR-0010257,PO-0012621,2025-03-02,100
GR-0010258,PO-0012622,2024-04-04,50
GR-0010259,PO-0012623,2025-01-11,100
GR-0010260,PO-0012624,2026-01-31,500
GR-0010261,PO-0012625,2025-06-12,50
GR-0010262,PO-0012626,2026-04-22,500
GR-0010263,PO-0012627,2025-10-22,50
GR-0010264,PO-0012628,2025-03-09,1000
GR-0010265,PO-0012629,2024-09-15,380
GR-0010266,PO-0012630,2026-01-19,100
GR-0010267,PO-0012631,2025-01-17,1000
GR-0010268,PO-0012632,2025-12-07,1000
GR-0010269,PO-0012634,2025-08-09,100
GR-0010270,PO-0012635,2025-07-05,70
GR-0010271,PO-0012637,2025-03-08,100
GR-0010272,PO-0012638,2024-02-06,1000
GR-0010273,PO-0012639,2026-06-15,50
GR-0010274,PO-0012640,2026-06-03,200
GR-0010275,PO-0012642,2025-06-12,50
GR-0010276,PO-0012644,2025-10-06,1000
GR-0010277,PO-0012645,2026-02-01,100
GR-0010278,PO-0012646,2024-03-01,1000
GR-0010279,PO-0012647,2025-08-02,100
GR-0010280,PO-0012648,2025-05-23,100
GR-0010281,PO-0012649,2024-05-21,50
GR-0010282,PO-0012650,2025-09-23,100
GR-0010283,PO-0012651,2025-06-23,1000
GR-0010284,PO-0012652,2025-03-31,500
GR-0010285,PO-0012653,2026-04-18,1000
GR-0010286,PO-0012655,2024-03-02,1000
GR-0010287,PO-0012656,2024-02-10,50
GR-0010288,PO-0012657,2025-06-18,500
GR-0010289,PO-0012658,2025-05-23,100
GR-0010290,PO-0012659,2024-07-15,98
GR-0010291,PO-0012660,2024-06-09,1000
GR-0010292,PO-0012661,2025-01-31,45
GR-0010293,PO-0012662,2024-09-21,200
GR-0010294,PO-0012663,2025-11-14,200
GR-0010295,PO-0012664,2024-08-28,100
GR-0010296,PO-0012666,2024-03-28,1000
GR-0010297,PO-0012667,2026-01-26,1000
GR-0010298,PO-0012670,2024-10-24,200
GR-0010299,PO-0012671,2024-09-24,100
GR-0010300,PO-0012672,2025-04-02,50
GR-0010301,PO-0012673,2026-03-08,500
GR-0010302,PO-0012675,2024-04-30,1000
GR-0010303,PO-0012677,2024-10-14,50
GR-0010304,PO-0012678,2024-06-06,444
GR-0010305,PO-0012679,2025-07-26,200
GR-0010306,PO-0012680,2025-01-15,500
GR-0010307,PO-0012681,2026-03-10,50
GR-0010308,PO-0012682,2024-04-08,478
GR-0010309,PO-0012684,2024-07-08,200
GR-0010310,PO-0012685,2024-03-07,100
GR-0010311,PO-0012687,2024-08-02,50
GR-0010312,PO-0012689,2024-08-17,500
GR-0010313,PO-0012690,2024-08-15,500
GR-0010314,PO-0012691,2024-02-29,100
GR-0010315,PO-0012692,2024-05-25,100
GR-0010316,PO-0012693,2026-03-20,1000
GR-0010317,PO-0012694,2025-12-15,1000
GR-0010318,PO-0012696,2025-04-30,500
GR-0010319,PO-0012697,2024-12-25,50
GR-0010320,PO-0012698,2025-04-29,1000
GR-0010321,PO-0012700,2024-09-15,1000
GR-0010322,PO-0012701,2024-04-26,100
GR-0010323,PO-0012702,2025-02-01,500
GR-0010324,PO-0012703,2024-10-13,50
GR-0010325,PO-0012705,2024-03-25,500
GR-0010326,PO-0012706,2024-11-12,1000
GR-0010327,PO-0012707,2024-09-01,500
GR-0010328,PO-0012708,2025-11-20,1000
GR-0010329,PO-0012709,2024-07-31,200
GR-0010330,PO-0012710,2024-06-14,50
GR-0010331,PO-0012711,2025-11-21,1000
GR-0010332,PO-0012712,2025-11-19,1000
GR-0010333,PO-0012713,2026-06-13,1000
GR-0010334,PO-0012715,2026-04-18,500
GR-0010335,PO-0012716,2024-06-02,100
GR-0010336,PO-0012717,2025-05-28,85
GR-0010337,PO-0012718,2024-03-16,50
GR-0010338,PO-0012719,2024-04-04,50
GR-0010339,PO-0012720,2024-06-01,50
GR-0010340,PO-0012721,2024-05-28,200
GR-0010341,PO-0012723,2026-05-28,500
GR-0010342,PO-0012724,2025-02-10,100
GR-0010343,PO-0012725,2024-04-23,200
GR-0010344,PO-0012726,2025-02-09,1000
GR-0010345,PO-0012727,2025-05-15,50
GR-0010346,PO-0012728,2025-03-24,96
GR-0010347,PO-0012729,2025-03-11,50
GR-0010348,PO-0012730,2025-10-28,50
GR-0010349,PO-0012731,2024-03-16,50
GR-0010350,PO-0012732,2024-03-16,200
GR-0010351,PO-0012733,2024-08-27,200
GR-0010352,PO-0012734,2026-04-09,200
GR-0010353,PO-0012735,2026-04-08,50
GR-0010354,PO-0012736,2024-05-30,200
GR-0010355,PO-0012737,2025-08-29,1000
GR-0010356,PO-0012738,2024-05-17,200
GR-0010357,PO-0012739,2026-02-08,500
GR-0010358,PO-0012740,2026-02-04,1000
GR-0010359,PO-0012741,2024-06-16,178
GR-0010360,PO-0012742,2026-01-27,1000
GR-0010361,PO-0012743,2024-11-01,50
GR-0010362,PO-0012744,2025-08-06,100
GR-0010363,PO-0012745,2025-03-24,92
GR-0010364,PO-0012747,2025-07-05,431
GR-0010365,PO-0012748,2024-07-22,1000
GR-0010366,PO-0012750,2026-05-18,200
GR-0010367,PO-0012751,2025-06-27,50
GR-0010368,PO-0012752,2024-12-12,1000
GR-0010369,PO-0012753,2024-09-04,1000
GR-0010370,PO-0012754,2024-06-03,50
GR-0010371,PO-0012755,2024-05-08,500
GR-0010372,PO-0012756,2025-04-03,100
GR-0010373,PO-0012757,2024-10-10,50
GR-0010374,PO-0012758,2025-12-09,500
GR-0010375,PO-0012760,2024-05-15,50
GR-0010376,PO-0012761,2025-01-13,146
GR-0010377,PO-0012762,2026-02-08,200
GR-0010378,PO-0012764,2024-02-05,500
GR-0010379,PO-0012766,2024-10-11,500
GR-0010380,PO-0012767,2025-12-22,500
GR-0010381,PO-0012768,2025-04-21,50
GR-0010382,PO-0012769,2026-03-05,200
GR-0010383,PO-0012770,2026-02-05,43
GR-0010384,PO-0012771,2024-12-28,100
GR-0010385,PO-0012772,2026-01-04,50
GR-0010386,PO-0012773,2026-01-11,500
GR-0010387,PO-0012774,2024-07-04,100
GR-0010388,PO-0012776,2025-07-18,100
GR-0010389,PO-0012778,2026-01-08,1000
GR-0010390,PO-0012779,2025-07-10,500
GR-0010391,PO-0012780,2024-11-03,50
GR-0010392,PO-0012781,2024-03-24,500
GR-0010393,PO-0012782,2025-09-09,200
GR-0010394,PO-0012783,2026-02-02,100
GR-0010395,PO-0012784,2025-01-22,200
GR-0010396,PO-0012785,2025-08-08,50
GR-0010397,PO-0012786,2024-01-30,50
GR-0010398,PO-0012787,2024-01-24,75
GR-0010399,PO-0012788,2025-10-07,50
GR-0010400,PO-0012790,2025-10-25,100
GR-0010401,PO-0012792,2024-06-08,200
GR-0010402,PO-0012793,2025-12-20,1000
GR-0010403,PO-0012794,2024-03-12,100
GR-0010404,PO-0012795,2025-03-25,50
GR-0010405,PO-0012796,2024-10-25,200
GR-0010406,PO-0012797,2026-01-25,50
GR-0010407,PO-0012798,2024-11-08,50
GR-0010408,PO-0012799,2024-03-31,93
GR-0010409,PO-0012800,2024-05-08,1000
GR-0010410,PO-0012801,2025-04-12,100
GR-0010411,PO-0012803,2024-02-10,200
GR-0010412,PO-0012805,2025-04-15,1000
GR-0010413,PO-0012806,2025-07-08,100
GR-0010414,PO-0012807,2024-07-15,500
GR-0010415,PO-0012808,2026-03-10,50
GR-0010416,PO-0012809,2024-03-24,500
GR-0010417,PO-0012811,2024-02-25,500
GR-0010418,PO-0012812,2025-01-13,100
GR-0010419,PO-0012813,2025-12-21,1000
GR-0010420,PO-0012814,2026-05-19,1000
