col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h
PO-0006462,S-0020,M-0190,2025-05-26,2025-07-13,500,2910.7,OPEN
PO-0006463,S-0025,M-0158,2025-08-18,2025-08-29,50,3390.44,CLOSED
PO-0006464,S-0054,M-0059,2026-02-23,2026-03-14,200,145.95,CANCELLED
PO-0006465,S-0046,M-0181,2025-05-27,2025-07-14,50,4973.41,CLOSED
PO-0006466,S-0039,M-0194,2025-01-18,2025-02-15,500,943.06,CLOSED
PO-0006467,S-0007,M-0024,2025-09-24,2025-10-28,100,1761.15,CANCELLED
PO-0006468,S-0011,M-0054,2024-11-30,2025-01-15,100,4904.57,CLOSED
PO-0006469,S-0041,M-0045,2026-04-08,2026-04-19,500,2227.37,CLOSED
PO-0006470,S-0023,M-0195,2025-01-30,2025-02-14,500,4355.82,CLOSED
PO-0006471,S-0039,M-0025,2024-10-26,2024-11-23,50,1956.72,OPEN
PO-0006472,S-0052,M-0040,2024-07-13,2024-07-30,50,298.58,CLOSED
PO-0006473,S-0022,M-0076,2024-11-20,2025-01-03,500,3520.86,OPEN
PO-0006474,S-0044,M-0065,2024-02-17,2024-03-07,200,4710.28,CLOSED
PO-0006475,S-0006,M-0093,2024-01-30,2024-03-14,1000,2812.46,CLOSED
PO-0006476,S-0019,M-0086,2025-02-26,2025-03-30,500,938.24,CLOSED
PO-0006477,S-0017,M-0107,2024-08-19,2024-09-24,200,1183.18,CLOSED
PO-0006478,S-0043,M-0029,2024-09-02,2024-10-15,50,2041.88,CLOSED
PO-0006479,S-0039,M-0194,2025-01-20,2025-02-17,500,943.06,CANCELLED
PO-0006480,S-0003,M-0014,2025-02-10,2025-03-16,500,4499.96,CLOSED
PO-0006481,S-0004,M-0115,2025-03-26,2025-05-04,500,1840.81,CLOSED
PO-0006482,S-0059,M-0095,2025-04-27,2025-05-09,50,4307.82,CLOSED
PO-0006483,S-0040,M-0159,2025-05-20,2025-06-10,200,4580.52,CLOSED
PO-0006484,S-0034,M-0081,2025-06-23,2025-08-15,500,4983.33,OPEN
PO-0006485,S-0006,M-0134,2025-10-01,2025-11-14,1000,4303.74,CLOSED
PO-0006486,S-0028,M-0187,2025-07-21,2025-08-15,100,3707.04,CLOSED
PO-0006487,S-0023,M-0082,2024-04-26,2024-05-11,50,1567.78,CLOSED
PO-0006488,S-0059,M-0129,2024-11-15,2024-11-27,200,4942.65,OPEN
PO-0006489,S-0017,M-0107,2025-03-26,2025-05-01,100,1183.18,CLOSED
PO-0006490,S-0020,M-0020,2026-01-28,2026-03-17,500,167.14,OPEN
PO-0006491,S-0042,M-0183,2024-09-27,2024-11-15,50,4334.19,CLOSED
PO-0006492,S-0023,M-0082,2025-11-01,2025-11-16,50,1567.78,CLOSED
PO-0006493,S-0002,M-0050,2024-09-17,2024-09-30,50,2411.05,OPEN
PO-0006494,S-0026,M-0167,2026-03-25,2026-04-17,50,4842.62,OPEN
PO-0006495,S-0053,M-0104,2024-04-01,2024-04-26,500,2223.81,CLOSED
PO-0006496,S-0039,M-0033,2025-04-07,2025-05-05,100,2236.84,CLOSED
PO-0006497,S-0006,M-0134,2025-10-08,2025-11-21,50,4303.74,CLOSED
PO-0006498,S-0044,M-0092,2025-03-08,2025-03-27,200,788.53,CLOSED
PO-0006499,S-0006,M-0199,2025-10-27,2025-12-10,200,829.18,CLOSED
PO-0006500,S-0017,M-0113,2025-07-20,2025-08-25,100,4852.41,OPEN
PO-0006501,S-0020,M-0020,2024-05-05,2024-06-22,500,167.14,OPEN
PO-0006502,S-0002,M-0053,2024-10-04,2024-10-17,100,3360.92,CLOSED
PO-0006503,S-0054,M-0032,2024-09-16,2024-10-05,500,1470.22,CLOSED
PO-0006504,S-0050,M-0193,2025-06-24,2025-08-11,100,3391.13,CLOSED
PO-0006505,S-0034,M-0109,2024-10-27,2024-12-19,100,948.37,CLOSED
PO-0006506,S-0049,M-0058,2025-06-14,2025-07-20,1000,3772.45,CLOSED
PO-0006507,S-0025,M-0158,2024-06-01,2024-06-12,100,3390.44,CLOSED
PO-0006508,S-0025,M-0127,2024-10-20,2024-10-31,500,4354.53,CLOSED
PO-0006509,S-0021,M-0111,2026-02-09,2026-03-04,200,1682.53,CLOSED
PO-0006510,S-0037,M-0074,2024-04-15,2024-05-11,50,1926,CLOSED
PO-0006511,S-0044,M-0027,2024-08-17,2024-09-05,200,2184.92,CLOSED
PO-0006512,S-0057,M-0004,2025-05-23,2025-06-03,1000,1879.16,CLOSED
PO-0006513,S-0003,M-0138,2025-03-14,2025-04-17,1000,1502.17,CLOSED
PO-0006514,S-0048,M-0197,2025-06-23,2025-08-03,100,1912.16,CANCELLED
PO-0006515,S-0034,M-0071,2024-04-19,2024-06-11,200,4050.59,CLOSED
PO-0006516,S-0042,M-0164,2024-10-17,2024-12-05,500,3097.48,CLOSED
PO-0006517,S-0010,M-0180,2024-08-16,2024-08-30,200,1411.33,CANCELLED
PO-0006518,S-0043,M-0168,2025-09-15,2025-10-28,500,3215.49,CLOSED
PO-0006519,S-0011,M-0198,2025-01-03,2025-02-18,100,3621.9,CLOSED
PO-0006520,S-0050,M-0171,2026-04-08,2026-05-26,500,64.04,CLOSED
PO-0006521,S-0030,M-0122,2024-01-19,2024-02-01,50,1948.75,OPEN
PO-0006522,S-0009,M-0030,2025-06-14,2025-07-29,200,3341.4,CLOSED
PO-0006523,S-0055,M-0069,2025-10-21,2025-11-17,50,572.42,CLOSED
PO-0006524,S-0053,M-0091,2024-02-03,2024-02-28,1000,2484.15,CLOSED
PO-0006525,S-0056,M-0018,2025-06-27,2025-08-06,200,838.03,CLOSED
PO-0006526,S-0047,M-0156,2025-09-12,2025-10-10,100,1860.59,CLOSED
PO-0006527,S-0007,M-0024,2025-09-03,2025-10-07,200,1761.15,OPEN
PO-0006528,S-0041,M-0010,2026-04-11,2026-04-22,500,268.23,CLOSED
PO-0006529,S-0049,M-0137,2026-01-23,2026-02-28,50,873.51,CLOSED
PO-0006530,S-0054,M-0032,2024-06-02,2024-06-21,50,1470.22,CLOSED
PO-0006531,S-0021,M-0042,2024-08-02,2024-08-25,100,4084.28,OPEN
PO-0006532,S-0027,M-0048,2024-12-03,2025-01-13,500,2735.93,CLOSED
PO-0006533,S-0047,M-0177,2025-12-26,2026-01-23,100,2317.31,CLOSED
PO-0006534,S-0047,M-0177,2025-04-16,2025-05-14,50,2317.31,OPEN
PO-0006535,S-0039,M-0067,2024-04-04,2024-05-02,100,3924.04,CLOSED
PO-0006536,S-0025,M-0127,2024-07-12,2024-07-23,100,4354.53,CLOSED
PO-0006537,S-0017,M-0026,2025-11-23,2025-12-29,200,2208.48,CLOSED
PO-0006538,S-0041,M-0009,2025-03-25,2025-04-05,1000,2468.23,CLOSED
PO-0006539,S-0040,M-0159,2025-12-26,2026-01-16,1000,4580.52,CLOSED
PO-0006540,S-0037,M-0146,2024-05-19,2024-06-14,200,1511.39,CLOSED
PO-0006541,S-0048,M-0148,2025-01-07,2025-02-17,200,3889.92,CLOSED
PO-0006542,S-0025,M-0127,2025-09-14,2025-09-25,1000,4354.53,CLOSED
PO-0006543,S-0022,M-0090,2025-04-09,2025-05-23,100,1299.77,CLOSED
PO-0006544,S-0048,M-0175,2026-03-14,2026-04-24,50,2268.96,CLOSED
PO-0006545,S-0043,M-0163,2024-03-16,2024-04-28,100,2957.33,CLOSED
PO-0006546,S-0038,M-0085,2024-07-11,2024-08-20,200,1450.84,OPEN
PO-0006547,S-0017,M-0174,2024-02-15,2024-03-22,100,3721.5,OPEN
PO-0006548,S-0053,M-0104,2025-08-13,2025-09-07,200,2223.81,OPEN
PO-0006549,S-0006,M-0199,2026-04-12,2026-05-26,200,829.18,CLOSED
PO-0006550,S-0010,M-0047,2024-08-21,2024-09-04,100,3485.05,OPEN
PO-0006551,S-0044,M-0143,2025-05-10,2025-05-29,100,415.62,CLOSED
PO-0006552,S-0030,M-0122,2024-03-01,2024-03-14,1000,1948.75,CLOSED
PO-0006553,S-0041,M-0135,2024-12-27,2025-01-07,1000,227.7,OPEN
PO-0006554,S-0031,M-0133,2024-07-29,2024-08-28,500,3135.13,CLOSED
PO-0006555,S-0020,M-0190,2025-07-21,2025-09-07,100,2910.7,CLOSED
PO-0006556,S-0011,M-0054,2025-04-02,2025-05-18,50,4904.57,CLOSED
PO-0006557,S-0004,M-0115,2025-07-10,2025-08-18,200,1840.81,CLOSED
PO-0006558,S-0026,M-0001,2024-07-21,2024-08-13,500,3245.23,CLOSED
PO-0006559,S-0017,M-0113,2026-01-28,2026-03-05,100,4852.41,CLOSED
PO-0006560,S-0004,M-0115,2024-03-03,2024-04-11,200,1840.81,CLOSED
PO-0006561,S-0017,M-0113,2025-05-14,2025-06-19,50,4852.41,CLOSED
PO-0006562,S-0047,M-0083,2025-10-27,2025-11-24,1000,641.8,CLOSED
PO-0006563,S-0054,M-0032,2026-03-08,2026-03-27,1000,1470.22,CLOSED
PO-0006564,S-0026,M-0167,2026-02-02,2026-02-25,100,4842.62,CLOSED
PO-0006565,S-0030,M-0072,2025-05-18,2025-05-31,500,2982.75,CLOSED
PO-0006566,S-0019,M-0088,2025-06-11,2025-07-13,500,4348.88,CLOSED
PO-0006567,S-0017,M-0026,2024-11-24,2024-12-30,100,2208.48,CLOSED
PO-0006568,S-0012,M-0098,2025-02-24,2025-03-07,500,824.84,CLOSED
PO-0006569,S-0026,M-0196,2024-08-26,2024-09-18,50,3717.8,CLOSED
PO-0006570,S-0021,M-0111,2025-12-14,2026-01-06,50,1682.53,CANCELLED
PO-0006571,S-0059,M-0152,2024-12-06,2024-12-18,200,3750.03,CLOSED
PO-0006572,S-0014,M-0049,2024-09-18,2024-11-04,50,4528.95,CLOSED
PO-0006573,S-0054,M-0120,2024-01-09,2024-01-28,100,4666.63,CLOSED
PO-0006574,S-0052,M-0149,2024-05-20,2024-06-06,50,3201.26,OPEN
PO-0006575,S-0037,M-0074,2025-01-14,2025-02-09,1000,1926,CLOSED
PO-0006576,S-0015,M-0101,2024-07-05,2024-07-25,200,2969.46,CLOSED
PO-0006577,S-0048,M-0123,2024-09-06,2024-10-17,100,1417.42,CLOSED
PO-0006578,S-0048,M-0197,2025-03-10,2025-04-20,200,1912.16,CLOSED
PO-0006579,S-0045,M-0099,2026-04-06,2026-05-10,500,1491.73,CLOSED
PO-0006580,S-0029,M-0116,2024-06-11,2024-08-03,50,1371.93,CLOSED
PO-0006581,S-0023,M-0060,2024-11-17,2024-12-02,200,389.66,CLOSED
PO-0006582,S-0017,M-0026,2025-08-05,2025-09-10,1000,2208.48,CLOSED
PO-0006583,S-0010,M-0139,2026-03-30,2026-04-13,200,2089.66,CLOSED
PO-0006584,S-0003,M-0138,2026-03-09,2026-04-12,50,1502.17,CLOSED
PO-0006585,S-0027,M-0048,2024-02-04,2024-03-16,200,2735.93,CLOSED
PO-0006586,S-0047,M-0177,2025-11-12,2025-12-10,200,2317.31,CLOSED
PO-0006587,S-0025,M-0145,2026-03-16,2026-03-27,100,1224.17,CLOSED
PO-0006588,S-0009,M-0153,2025-11-26,2026-01-10,100,2677.72,CLOSED
PO-0006589,S-0056,M-0019,2024-08-17,2024-09-26,200,1151.05,OPEN
PO-0006590,S-0022,M-0021,2024-11-06,2024-12-20,50,4836.1,CLOSED
PO-0006591,S-0007,M-0162,2025-05-05,2025-06-08,50,721.54,CLOSED
PO-0006592,S-0016,M-0080,2025-06-15,2025-08-01,200,2928.7,CLOSED
PO-0006593,S-0022,M-0076,2024-02-08,2024-03-23,50,3520.86,CLOSED
PO-0006594,S-0041,M-0136,2026-03-21,2026-04-01,100,3746.49,CLOSED
PO-0006595,S-0017,M-0113,2024-12-25,2025-01-30,100,4852.41,CLOSED
PO-0006596,S-0030,M-0155,2024-05-25,2024-06-07,200,3783.05,CLOSED
PO-0006597,S-0059,M-0179,2025-04-26,2025-05-08,1000,4501.37,CLOSED
PO-0006598,S-0050,M-0171,2024-04-19,2024-06-06,500,64.04,CLOSED
PO-0006599,S-0025,M-0145,2024-12-03,2024-12-14,1000,1224.17,CLOSED
PO-0006600,S-0043,M-0006,2025-03-25,2025-05-07,50,4662.19,CLOSED
PO-0006601,S-0060,M-0124,2026-02-23,2026-03-15,500,4111.72,OPEN
PO-0006602,S-0011,M-0198,2026-04-14,2026-05-30,50,3621.9,CLOSED
PO-0006603,S-0006,M-0199,2026-04-22,2026-06-05,100,829.18,CLOSED
PO-0006604,S-0051,M-0079,2025-01-19,2025-02-21,50,1506.47,CLOSED
PO-0006605,S-0012,M-0098,2025-08-30,2025-09-10,500,824.84,CLOSED
PO-0006606,S-0044,M-0065,2025-11-30,2025-12-19,200,4710.28,CLOSED
PO-0006607,S-0056,M-0131,2026-03-02,2026-04-11,50,2653.46,OPEN
PO-0006608,S-0031,M-0062,2025-03-30,2025-04-29,100,4741.4,CLOSED
PO-0006609,S-0030,M-0182,2024-06-09,2024-06-22,1000,2179.49,CLOSED
PO-0006610,S-0055,M-0069,2024-11-02,2024-11-29,1000,572.42,OPEN
PO-0006611,S-0048,M-0148,2024-11-09,2024-12-20,50,3889.92,OPEN
PO-0006612,S-0048,M-0148,2025-11-07,2025-12-18,200,3889.92,CLOSED
PO-0006613,S-0052,M-0149,2024-06-07,2024-06-24,200,3201.26,CLOSED
PO-0006614,S-0020,M-0144,2024-01-19,2024-03-07,500,1287.99,CLOSED
PO-0006615,S-0038,M-0066,2025-08-08,2025-09-17,500,3501.11,OPEN
PO-0006616,S-0029,M-0116,2025-06-27,2025-08-19,50,1371.93,CLOSED
PO-0006617,S-0043,M-0029,2025-07-30,2025-09-11,50,2041.88,OPEN
PO-0006618,S-0029,M-0117,2024-05-05,2024-06-27,500,192.9,CLOSED
PO-0006619,S-0021,M-0111,2025-03-11,2025-04-03,500,1682.53,CLOSED
PO-0006620,S-0048,M-0031,2025-09-07,2025-10-18,100,2867.07,OPEN
PO-0006621,S-0021,M-0042,2025-01-24,2025-02-16,200,4084.28,CLOSED
PO-0006622,S-0052,M-0149,2025-05-23,2025-06-09,50,3201.26,CLOSED
PO-0006623,S-0004,M-0115,2024-11-22,2024-12-31,1000,1840.81,CLOSED
PO-0006624,S-0004,M-0188,2025-08-28,2025-10-06,500,2830.33,CLOSED
PO-0006625,S-0004,M-0115,2025-05-03,2025-06-11,500,1840.81,OPEN
PO-0006626,S-0043,M-0029,2024-10-05,2024-11-17,50,2041.88,CLOSED
PO-0006627,S-0039,M-0094,2026-02-06,2026-03-06,50,3889.68,CLOSED
PO-0006628,S-0054,M-0073,2024-02-06,2024-02-25,1000,4414.07,CLOSED
PO-0006629,S-0046,M-0100,2025-10-07,2025-11-24,100,4305.05,CLOSED
PO-0006630,S-0024,M-0192,2025-07-16,2025-08-01,200,2891.8,CLOSED
PO-0006631,S-0050,M-0193,2025-11-20,2026-01-07,500,3391.13,CLOSED
PO-0006632,S-0027,M-0048,2024-01-04,2024-02-14,200,2735.93,CLOSED
PO-0006633,S-0029,M-0116,2024-06-13,2024-08-05,500,1371.93,OPEN
PO-0006634,S-0046,M-0121,2024-05-13,2024-06-30,1000,4181.88,CLOSED
PO-0006635,S-0046,M-0100,2025-08-08,2025-09-25,200,4305.05,CLOSED
PO-0006636,S-0058,M-0070,2024-06-10,2024-06-24,500,807.31,CLOSED
PO-0006637,S-0034,M-0109,2026-04-10,2026-06-02,1000,948.37,CLOSED
PO-0006638,S-0051,M-0079,2024-09-27,2024-10-30,1000,1506.47,CLOSED
PO-0006639,S-0037,M-0074,2024-07-20,2024-08-15,200,1926,CLOSED
PO-0006640,S-0030,M-0155,2026-04-30,2026-05-13,500,3783.05,CLOSED
PO-0006641,S-0048,M-0175,2025-06-22,2025-08-02,200,2268.96,CLOSED
PO-0006642,S-0037,M-0074,2025-07-31,2025-08-26,50,1926,CLOSED
PO-0006643,S-0038,M-0176,2025-04-27,2025-06-06,100,2544,CLOSED
PO-0006644,S-0046,M-0100,2025-09-12,2025-10-30,50,4305.05,CLOSED
PO-0006645,S-0011,M-0054,2024-02-24,2024-04-10,500,4904.57,CLOSED
PO-0006646,S-0042,M-0056,2026-02-11,2026-04-01,200,4340.91,CLOSED
PO-0006647,S-0023,M-0060,2024-07-01,2024-07-16,500,389.66,CLOSED
PO-0006648,S-0030,M-0072,2025-09-30,2025-10-13,200,2982.75,CLOSED
PO-0006649,S-0017,M-0157,2025-09-19,2025-10-25,50,2301.19,CLOSED
PO-0006650,S-0001,M-0077,2025-03-06,2025-04-29,200,473.78,CLOSED
PO-0006651,S-0017,M-0154,2024-04-06,2024-05-12,200,3745.47,CLOSED
PO-0006652,S-0042,M-0022,2025-10-31,2025-12-19,100,3413.61,CLOSED
PO-0006653,S-0040,M-0016,2025-01-11,2025-02-01,1000,4329.8,OPEN
PO-0006654,S-0021,M-0111,2025-11-27,2025-12-20,500,1682.53,CLOSED
PO-0006655,S-0055,M-0075,2026-04-26,2026-05-23,100,2463.37,CLOSED
PO-0006656,S-0037,M-0074,2024-06-11,2024-07-07,1000,1926,CLOSED
PO-0006657,S-0048,M-0123,2024-09-04,2024-10-15,200,1417.42,CLOSED
PO-0006658,S-0004,M-0188,2024-07-02,2024-08-10,500,2830.33,CLOSED
PO-0006659,S-0029,M-0117,2025-08-12,2025-10-04,100,192.9,CLOSED
PO-0006660,S-0049,M-0051,2024-06-10,2024-07-16,500,2714.19,CLOSED
PO-0006661,S-0043,M-0168,2025-10-10,2025-11-22,200,3215.49,CLOSED
PO-0006662,S-0044,M-0143,2026-01-05,2026-01-24,500,415.62,CLOSED
PO-0006663,S-0004,M-0188,2025-06-06,2025-07-15,1000,2830.33,CLOSED
PO-0006664,S-0043,M-0112,2025-03-29,2025-05-11,100,231.65,CLOSED
PO-0006665,S-0003,M-0138,2025-01-27,2025-03-02,1000,1502.17,CLOSED
PO-0006666,S-0054,M-0043,2025-09-03,2025-09-22,500,4491.18,OPEN
PO-0006667,S-0012,M-0098,2024-11-17,2024-11-28,100,824.84,CLOSED
PO-0006668,S-0020,M-0125,2024-08-13,2024-09-30,50,4994.57,CLOSED
PO-0006669,S-0005,M-0003,2025-04-16,2025-06-03,50,2554.13,CLOSED
PO-0006670,S-0030,M-0072,2024-09-12,2024-09-25,100,2982.75,CLOSED
PO-0006671,S-0010,M-0047,2025-03-08,2025-03-22,200,3485.05,CLOSED
PO-0006672,S-0023,M-0082,2024-01-31,2024-02-15,50,1567.78,CLOSED
PO-0006673,S-0005,M-0170,2024-03-22,2024-05-09,50,2952.6,OPEN
PO-0006674,S-0027,M-0185,2024-11-27,2025-01-07,1000,2162.48,CLOSED
PO-0006675,S-0017,M-0057,2025-05-03,2025-06-08,50,1097.72,CLOSED
PO-0006676,S-0050,M-0171,2025-12-10,2026-01-27,500,64.04,CLOSED
PO-0006677,S-0019,M-0008,2026-04-01,2026-05-03,500,3602.18,CANCELLED
PO-0006678,S-0060,M-0002,2024-07-08,2024-07-28,50,2318.51,CLOSED
PO-0006679,S-0059,M-0055,2025-04-09,2025-04-21,100,2843.74,CLOSED
PO-0006680,S-0060,M-0002,2024-04-10,2024-04-30,200,2318.51,CLOSED
PO-0006681,S-0017,M-0142,2025-09-23,2025-10-29,100,3350.86,OPEN
PO-0006682,S-0030,M-0041,2026-01-13,2026-01-26,200,3354.51,CLOSED
PO-0006683,S-0031,M-0178,2025-08-30,2025-09-29,500,3446.18,OPEN
PO-0006684,S-0003,M-0014,2024-06-24,2024-07-28,200,4499.96,OPEN
PO-0006685,S-0058,M-0070,2024-09-12,2024-09-26,200,807.31,CLOSED
PO-0006686,S-0046,M-0121,2024-03-26,2024-05-13,50,4181.88,CLOSED
PO-0006687,S-0042,M-0022,2024-11-19,2025-01-07,100,3413.61,OPEN
PO-0006688,S-0030,M-0182,2024-04-25,2024-05-08,1000,2179.49,OPEN
PO-0006689,S-0017,M-0157,2026-04-12,2026-05-18,500,2301.19,CLOSED
PO-0006690,S-0060,M-0124,2025-02-19,2025-03-11,1000,4111.72,CLOSED
PO-0006691,S-0034,M-0071,2026-03-26,2026-05-18,500,4050.59,CANCELLED
PO-0006692,S-0047,M-0156,2025-03-23,2025-04-20,500,1860.59,CLOSED
PO-0006693,S-0045,M-0039,2024-11-20,2024-12-24,500,3903.18,CLOSED
PO-0006694,S-0016,M-0080,2025-02-14,2025-04-02,200,2928.7,CLOSED
PO-0006695,S-0017,M-0107,2026-02-14,2026-03-22,50,1183.18,CLOSED
PO-0006696,S-0039,M-0067,2024-04-18,2024-05-16,1000,3924.04,CLOSED
PO-0006697,S-0039,M-0025,2025-01-26,2025-02-23,50,1956.72,CLOSED
PO-0006698,S-0035,M-0172,2026-03-15,2026-05-03,200,594.14,CLOSED
PO-0006699,S-0012,M-0098,2024-11-29,2024-12-10,50,824.84,CLOSED
PO-0006700,S-0001,M-0077,2024-10-12,2024-12-05,100,473.78,CLOSED
PO-0006701,S-0007,M-0162,2024-01-20,2024-02-23,1000,721.54,CLOSED
PO-0006702,S-0002,M-0017,2024-12-02,2024-12-15,50,4626.21,CLOSED
PO-0006703,S-0006,M-0106,2025-06-06,2025-07-20,200,4452.64,OPEN
PO-0006704,S-0053,M-0114,2024-02-14,2024-03-10,200,4353.37,CLOSED
PO-0006705,S-0050,M-0171,2025-06-01,2025-07-19,50,64.04,CLOSED
PO-0006706,S-0003,M-0138,2024-03-21,2024-04-24,500,1502.17,CLOSED
PO-0006707,S-0028,M-0068,2024-08-13,2024-09-07,500,2554.51,CLOSED
PO-0006708,S-0054,M-0120,2025-02-04,2025-02-23,500,4666.63,CLOSED
PO-0006709,S-0054,M-0032,2025-04-15,2025-05-04,50,1470.22,CLOSED
PO-0006710,S-0046,M-0118,2024-12-22,2025-02-08,50,2776.65,CLOSED
PO-0006711,S-0004,M-0115,2025-04-29,2025-06-07,1000,1840.81,CLOSED
PO-0006712,S-0041,M-0136,2025-10-02,2025-10-13,500,3746.49,OPEN
PO-0006713,S-0060,M-0124,2026-03-29,2026-04-18,50,4111.72,CLOSED
PO-0006714,S-0030,M-0155,2026-01-13,2026-01-26,100,3783.05,CLOSED
PO-0006715,S-0039,M-0067,2024-07-29,2024-08-26,50,3924.04,OPEN
PO-0006716,S-0059,M-0152,2026-03-25,2026-04-06,100,3750.03,CLOSED
PO-0006717,S-0005,M-0160,2025-05-11,2025-06-28,1000,1545.84,CLOSED
PO-0006718,S-0047,M-0177,2024-02-25,2024-03-24,1000,2317.31,CLOSED
PO-0006719,S-0028,M-0012,2024-12-19,2025-01-13,1000,603.78,CLOSED
PO-0006720,S-0015,M-0101,2025-08-28,2025-09-17,1000,2969.46,CANCELLED
PO-0006721,S-0010,M-0139,2024-01-30,2024-02-13,50,2089.66,CLOSED
PO-0006722,S-0053,M-0104,2026-03-27,2026-04-21,100,2223.81,CLOSED
PO-0006723,S-0041,M-0010,2024-06-01,2024-06-12,200,268.23,CLOSED
PO-0006724,S-0053,M-0104,2025-10-26,2025-11-20,100,2223.81,CLOSED
PO-0006725,S-0037,M-0096,2024-12-11,2025-01-06,1000,3067.67,CLOSED
PO-0006726,S-0054,M-0032,2025-02-04,2025-02-23,500,1470.22,OPEN
PO-0006727,S-0050,M-0193,2024-03-19,2024-05-06,500,3391.13,CLOSED
PO-0006728,S-0008,M-0102,2026-02-03,2026-02-16,100,3255.79,CLOSED
PO-0006729,S-0031,M-0034,2026-03-10,2026-04-09,200,469.74,CLOSED
PO-0006730,S-0014,M-0049,2024-05-27,2024-07-13,50,4528.95,CLOSED
PO-0006731,S-0043,M-0006,2025-01-31,2025-03-15,1000,4662.19,CLOSED
PO-0006732,S-0006,M-0119,2026-04-19,2026-06-02,100,2334.17,CLOSED
PO-0006733,S-0003,M-0138,2024-07-23,2024-08-26,200,1502.17,OPEN
PO-0006734,S-0039,M-0194,2024-02-27,2024-03-26,50,943.06,CLOSED
PO-0006735,S-0055,M-0075,2025-06-11,2025-07-08,200,2463.37,CANCELLED
PO-0006736,S-0031,M-0062,2025-12-29,2026-01-28,1000,4741.4,CLOSED
PO-0006737,S-0034,M-0081,2025-10-27,2025-12-19,500,4983.33,CLOSED
PO-0006738,S-0009,M-0161,2025-05-23,2025-07-07,50,1556.6,CLOSED
PO-0006739,S-0060,M-0002,2024-10-18,2024-11-07,200,2318.51,CLOSED
PO-0006740,S-0034,M-0081,2026-02-04,2026-03-29,1000,4983.33,CLOSED
PO-0006741,S-0048,M-0148,2024-01-25,2024-03-06,100,3889.92,CLOSED
PO-0006742,S-0014,M-0049,2024-01-05,2024-02-21,50,4528.95,CLOSED
PO-0006743,S-0012,M-0140,2024-12-01,2024-12-12,500,4360.66,CLOSED
PO-0006744,S-0056,M-0131,2026-03-04,2026-04-13,50,2653.46,CLOSED
PO-0006745,S-0059,M-0129,2024-11-29,2024-12-11,50,4942.65,CLOSED
PO-0006746,S-0057,M-0004,2025-01-14,2025-01-25,100,1879.16,OPEN
PO-0006747,S-0006,M-0093,2024-03-15,2024-04-28,200,2812.46,CLOSED
PO-0006748,S-0022,M-0021,2024-04-04,2024-05-18,500,4836.1,CLOSED
PO-0006749,S-0006,M-0199,2024-12-19,2025-02-01,50,829.18,CLOSED
PO-0006750,S-0041,M-0136,2025-10-12,2025-10-23,200,3746.49,CLOSED
PO-0006751,S-0055,M-0075,2024-04-14,2024-05-11,100,2463.37,CLOSED
PO-0006752,S-0041,M-0011,2024-10-08,2024-10-19,200,3719.09,CLOSED
PO-0006753,S-0059,M-0055,2024-08-09,2024-08-21,100,2843.74,CLOSED
PO-0006754,S-0044,M-0150,2024-09-28,2024-10-17,500,530.96,CLOSED
PO-0006755,S-0041,M-0011,2025-08-03,2025-08-14,100,3719.09,CLOSED
PO-0006756,S-0049,M-0051,2025-02-25,2025-04-02,50,2714.19,CLOSED
PO-0006757,S-0054,M-0032,2024-07-27,2024-08-15,500,1470.22,CLOSED
PO-0006758,S-0056,M-0018,2025-08-04,2025-09-13,100,838.03,OPEN
PO-0006759,S-0046,M-0100,2025-08-15,2025-10-02,200,4305.05,OPEN
PO-0006760,S-0021,M-0111,2024-10-31,2024-11-23,100,1682.53,OPEN
PO-0006761,S-0022,M-0090,2025-11-25,2026-01-08,100,1299.77,CLOSED
PO-0006762,S-0034,M-0081,2025-12-10,2026-02-01,1000,4983.33,CANCELLED
PO-0006763,S-0030,M-0072,2025-01-16,2025-01-29,500,2982.75,CLOSED
PO-0006764,S-0021,M-0028,2024-10-27,2024-11-19,500,4505.23,CLOSED
PO-0006765,S-0004,M-0115,2025-09-24,2025-11-02,1000,1840.81,CLOSED
PO-0006766,S-0028,M-0012,2024-05-11,2024-06-05,100,603.78,CLOSED
PO-0006767,S-0031,M-0062,2026-04-12,2026-05-12,100,4741.4,CLOSED
PO-0006768,S-0060,M-0002,2026-02-25,2026-03-17,100,2318.51,CLOSED
PO-0006769,S-0052,M-0040,2025-05-22,2025-06-08,50,298.58,CLOSED
PO-0006770,S-0043,M-0112,2025-01-23,2025-03-07,500,231.65,CLOSED
PO-0006771,S-0026,M-0167,2024-06-05,2024-06-28,500,4842.62,CLOSED
PO-0006772,S-0041,M-0110,2024-07-26,2024-08-06,500,2376.55,CLOSED
PO-0006773,S-0041,M-0136,2024-02-29,2024-03-11,1000,3746.49,CLOSED
PO-0006774,S-0046,M-0038,2024-07-25,2024-09-11,100,2028.28,OPEN
PO-0006775,S-0028,M-0012,2025-07-31,2025-08-25,500,603.78,CLOSED
PO-0006776,S-0025,M-0128,2024-02-21,2024-03-03,500,266.05,CLOSED
PO-0006777,S-0026,M-0001,2025-07-30,2025-08-22,1000,3245.23,CLOSED
PO-0006778,S-0053,M-0104,2025-04-16,2025-05-11,1000,2223.81,OPEN
PO-0006779,S-0038,M-0176,2024-06-27,2024-08-06,1000,2544,CLOSED
